"CustomerAge","JobTitle","CivilStatus","EducationLevel","Default","MortgageLoan","PersonalLoan","ContactMode","Month","WeekDay","ContactDuration","Campaign","DaysPassed","NumberContacts","PreviousOutcome","EmploymentVarRate","ConsumerPriceIndex","ConsumerConfidenceIndex","Euribor3M","NumEmployees","Subscribed","CustomerID"
34,"housemaid","married","university.degree","no","yes","no","cellular","may","tue",58,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no","5c411ab0e1904e0b95e14843cb50a0d5"
57,"retired","unknown","basic.4y","no","yes","no","telephone","may","thu",171,10,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no","430ae9c7cf4103f6554f310eb3797779"
30,"admin.","single","professional.course","no","unknown","unknown","cellular","jun","thu",246,1,7,1,"success",-2.9,92.963,-40.8,1.26,5076.2,"yes","7fbcf1bfa2ecf4685f09e1d64db1234c"
36,"blue-collar","married","unknown","unknown","yes","yes","telephone","may","wed",161,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no","9641552df99138d9bd7d5129bf32cb7a"
37,"admin.","married","university.degree","unknown","yes","no","cellular","aug","mon",86,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no","96924eb72c7216fa8ad1a5fbc3e854f7"
28,"student","single","university.degree","unknown","yes","no","telephone","may","mon",208,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no","74df2ad3d32fb39c3be81f1f8983ecea"
31,"management","single","university.degree","no","yes","no","cellular","nov","wed",424,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"yes","79f408f9b9619c0a7432766b4ab446f5"
58,"retired","married","basic.4y","unknown","no","no","cellular","jul","tue",307,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no","ec2494bd73e6212be1f69083c5c48b36"
54,"admin.","married","high.school","unknown","yes","no","telephone","jun","mon",490,12,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no","56e2930d1505f3cb03f334cfa1b01205"
48,"unemployed","married","professional.course","no","no","no","telephone","may","wed",360,1,6,1,"success",-1.8,93.876,-40,0.682,5008.7,"yes","a97372d349e4e567c5f6e2610770f7cd"
50,"blue-collar","single","basic.9y","unknown","yes","yes","telephone","may","thu",184,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no","c3aea6f6b395d61826e0dccb2bcf8880"
37,"admin.","married","high.school","no","no","no","cellular","may","fri",123,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no","5aa33277b85efcafb8c79dadee500e36"
31,"technician","single","university.degree","no","no","yes","cellular","aug","tue",60,6,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no","27366197056516afe9656dee1b0dfca1"
28,"admin.","single","university.degree","no","no","no","cellular","jun","mon",114,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"no","92c7a1d9fb97b5c05bc7906d8ce6af1c"
46,"technician","married","professional.course","no","yes","no","cellular","nov","mon",78,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no","7a94cf6b2ef8e945b890d08a1084029a"
31,"blue-collar","married","basic.6y","no","yes","yes","telephone","jun","tue",105,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no","711d5ee8bc1c2611120d8afc0cead62b"
31,"management","married","high.school","no","yes","yes","telephone","jun","tue",343,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no","aab8c6c180e7276eade6154ce7fe5c0d"
30,"admin.","single","university.degree","no","yes","no","cellular","jul","thu",39,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no","eb760758bbb30a7ec6e77e327d285cd0"
35,"admin.","single","university.degree","no","yes","no","cellular","nov","thu",633,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no","45be2fb6bb3be4d50e15725a9421eab9"
30,"technician","married","university.degree","no","yes","no","telephone","may","tue",683,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"yes","f14d903563e7c44a2c122bc61a7c28e0"
36,"blue-collar","married","basic.9y","no","unknown","unknown","telephone","jun","tue",30,3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no","37f9f91aa1ebcc84b50f89879a212c7c"
34,"admin.","married","university.degree","unknown","no","no","telephone","may","thu",134,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no","333d7843db42024da7711353204914e7"
43,"management","married","university.degree","no","no","no","cellular","nov","wed",382,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no","734d7d339d820b5c18ae1dc497546477"
57,"blue-collar","married","basic.4y","no","no","no","telephone","jun","fri",19,4,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no","7a3013981f47199af5d584057dc38a3f"
41,"unemployed","divorced","professional.course","no","unknown","unknown","cellular","aug","tue",271,3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no","eadf906928924c27e448fff904b5118c"
34,"blue-collar","married","basic.4y","unknown","no","yes","telephone","jun","tue",276,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no","3986faa643cc8fce9f64205cd29e56f9"
32,"technician","married","professional.course","no","no","no","cellular","apr","mon",688,2,999,0,"nonexistent",-1.8,93.749,-34.6,0.645,5008.7,"yes","dd2ac601b62b5ba72efac76a258125d6"
33,"admin.","single","professional.course","no","yes","no","cellular","may","mon",1340,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"yes","873cc57a2c5fcb358ba3fcd672b54744"
46,"management","single","university.degree","no","yes","no","cellular","jul","mon",93,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no","c3d89d7da889c7feff45dbb3a11cd705"
80,"retired","married","basic.4y","no","no","no","cellular","mar","fri",213,3,6,4,"success",-1.8,93.369,-34.8,0.649,5008.7,"yes","f219837fb6e0246a7d1108469fbcebc1"
45,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","tue",243,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no","f02263c734240e634e0721e6a3bda735"
49,"admin.","married","high.school","unknown","yes","no","cellular","aug","thu",82,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no","7225412d59da0be5eb84fd9680e5ea88"
50,"management","married","high.school","unknown","no","yes","telephone","may","fri",223,3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no","b6043248071b04030ee3ff0062f63305"
34,"entrepreneur","married","basic.4y","no","yes","no","telephone","may","fri",233,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no","059779d570aa42fea292f92856add986"
47,"management","married","university.degree","no","yes","no","cellular","aug","mon",145,3,3,2,"success",-1.7,94.027,-38.3,0.904,4991.6,"no","d8ad1c89d8c66085fd55d2529eb23e9f"
47,"services","married","high.school","no","no","no","cellular","aug","fri",130,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no","7560cbf099e8bfd93be72b70ab5913fe"
55,"blue-collar","married","basic.6y","unknown","no","no","cellular","jul","tue",232,4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no","c586c7287a4b127d5687710f324d5f00"
46,"blue-collar","married","basic.6y","unknown","yes","no","telephone","may","wed",196,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no","3b106ade2b2be90e1e4a686b05a39c8a"
24,"student","single","high.school","no","yes","no","cellular","apr","thu",88,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no","8491911e26add56a739e8b798effaec3"
31,"blue-collar","married","high.school","no","no","no","cellular","jul","wed",248,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no","5fa9ec1ba940caa2df186720f0bbbcb2"
31,"blue-collar","married","basic.9y","no","yes","yes","telephone","may","wed",248,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no","ed17581b25820a50a6a8b01ebb746a2d"
29,"entrepreneur","married","high.school","no","yes","no","cellular","jul","fri",668,2,999,0,"nonexistent",1.4,93.918,-42.7,4.959,5228.1,"no","35a62fb5a157e5e5908b7317738fbb45"
48,"blue-collar","married","basic.4y","no","no","no","cellular","may","mon",420,7,999,1,"failure",-1.8,92.893,-46.2,1.244,5099.1,"no","8532cba8e66881f88673b51fdeec1a29"
33,"admin.","married","high.school","no","yes","no","cellular","nov","tue",125,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no","70e4a04dec1689bcf0c05af81d672b68"
43,"technician","married","university.degree","no","no","no","cellular","nov","fri",24,9,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no","f85217ef1856b1e7c3b77de2ee1dbfea"
29,"services","single","high.school","no","no","no","telephone","may","mon",207,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no","928b0e0f6248d2605bc37902dd297b51"
47,"blue-collar","married","basic.4y","no","yes","no","cellular","jul","mon",82,4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no","9b5b4607151f34f56a8ef5d06d19c6b6"
47,"management","married","university.degree","no","yes","no","cellular","aug","tue",133,8,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no","182e2a998e39fcb2130ea00f035e7ba7"
33,"admin.","married","basic.9y","no","no","no","telephone","may","mon",511,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no","b20926e7cd680962da69c1ec6fee6fe2"
33,"technician","married","university.degree","unknown","yes","no","cellular","aug","tue",153,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no","436dad50f87c1d9505b74ed48a5fa62f"
30,"blue-collar","single","basic.4y","unknown","yes","yes","telephone","may","thu",331,4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no","fa0e9e45f0352b3ceddddfb317bc9492"
50,"blue-collar","married","basic.9y","unknown","yes","no","cellular","aug","mon",36,1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no","3464c1749b27a2421c5e21c5b3933d78"
45,"technician","married","high.school","no","yes","no","cellular","jul","tue",88,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no","09cb0adf96b9e428599619c51d40a675"
38,"admin.","single","high.school","no","yes","no","cellular","apr","thu",882,1,6,1,"success",-1.8,93.749,-34.6,0.659,5008.7,"yes","d4e35dc5f805ed40d1765bde7eb72664"
31,"unemployed","single","high.school","no","no","no","cellular","may","thu",339,2,999,0,"nonexistent",-1.8,93.876,-40,0.692,5008.7,"no","002dbe94fc4b559e8a47c6eeba0d0461"
30,"technician","married","professional.course","no","yes","yes","cellular","jul","fri",292,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no","050eed116cb7f3a7978766cee2630f1d"
39,"services","married","high.school","no","yes","no","cellular","jul","thu",543,29,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no","f5fd2f0103d7dd3c233d62b2fdc9d55a"
37,"blue-collar","married","basic.9y","no","no","no","telephone","jun","wed",203,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no","17fbc14c53ced3389583d0bdcfea31f9"
45,"management","married","unknown","no","yes","no","cellular","apr","tue",379,3,7,1,"success",-1.8,93.749,-34.6,0.642,5008.7,"yes","267db12e407dfb35647a42bc59dda425"
22,"blue-collar","married","professional.course","no","yes","no","cellular","jul","fri",161,4,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no","5b0d00fea8dffb6010696fc774e0e969"
33,"entrepreneur","married","university.degree","no","yes","no","telephone","may","mon",130,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no","8548cb0aeff354b7ef4a47e135be491f"
37,"technician","single","high.school","no","yes","no","telephone","apr","thu",201,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.406,5099.1,"no","162f5a0583f0284ad0031c641c88271b"
38,"management","married","university.degree","no","yes","yes","cellular","jul","thu",68,2,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no","c323589087e3429deb1236897110d349"
53,"admin.","married","high.school","no","yes","no","telephone","may","tue",520,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no","5631ec5da81324eca05842eeb5f6f47f"
31,"technician","married","university.degree","no","yes","no","cellular","aug","thu",515,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no","c127549ca317c8a9f3c97d00f752061f"
44,"management","married","university.degree","no","no","no","cellular","aug","tue",175,2,999,2,"failure",-2.9,92.201,-31.4,0.883,5076.2,"yes","43d37f396a1cc6cf6292b514201fd760"
31,"services","married","high.school","no","no","no","telephone","may","wed",636,6,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no","99db491e36f97673895151c07953b4ba"
43,"admin.","married","university.degree","unknown","yes","no","cellular","aug","tue",1332,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"yes","8e974d08d46d21dd51cda2fe95ea6616"
30,"blue-collar","single","basic.9y","unknown","no","no","telephone","jun","fri",10,8,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no","0f41ef3fe425e50bd5f1ea65a24146d2"
47,"housemaid","single","basic.4y","no","no","no","telephone","jun","tue",241,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no","18bec0c044076f2126a41f9edaadc756"
42,"admin.","married","university.degree","no","yes","no","cellular","aug","tue",1311,2,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"yes","4cb75f089b988ccf89f81366d6177daf"
32,"services","married","high.school","no","no","no","cellular","may","mon",161,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no","c4c7388effd8c257d7e605fd67425c14"
41,"management","married","high.school","no","no","yes","telephone","may","tue",129,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no","24b730e95881de8a9ce33247bf9f1fee"
50,"blue-collar","married","basic.9y","no","yes","no","cellular","apr","thu",1365,2,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"yes","54317f915a057fb4a9082c50ed729c60"
45,"blue-collar","single","basic.4y","unknown","yes","yes","cellular","jul","tue",21,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no","964b43849b1dcd97d6d2f27552d4e504"
49,"blue-collar","married","basic.6y","no","yes","no","telephone","may","fri",1980,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"yes","489dbb769b8545fdc0d299b4db614873"
39,"management","married","unknown","no","no","no","cellular","nov","thu",352,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no","7dd22fac32f09b71b85d816c6cee6a4b"
20,"blue-collar","single","high.school","no","yes","no","cellular","may","wed",410,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no","d34ef2376e81c6d5d853192386f890db"
36,"entrepreneur","married","university.degree","no","no","yes","telephone","may","fri",180,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no","6c11f2329a30eb1d9bd46a4687360d7c"
44,"services","divorced","high.school","no","yes","yes","cellular","apr","tue",895,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.453,5099.1,"yes","076b66383026bcda177affa709bcedd7"
34,"technician","divorced","professional.course","no","yes","no","cellular","may","fri",1190,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"yes","4756e8629809ffaa90fa67119a809cf4"
42,"admin.","married","university.degree","no","yes","no","cellular","aug","wed",71,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no","e928588db51ecd1be78e2925aea58bfb"
41,"self-employed","single","university.degree","no","yes","no","telephone","may","wed",318,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no","86769c426b71a7148688aa3f56bcb216"
35,"unknown","single","basic.4y","unknown","no","no","telephone","may","fri",121,4,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no","e736814d513850b33007f51b9e80f784"
46,"admin.","single","high.school","no","no","no","cellular","jul","wed",251,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no","64e5db99b5495370a033d70208802145"
57,"admin.","divorced","high.school","no","no","no","telephone","may","fri",162,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no","c7eae6757409849af84e87551c26ee73"
54,"housemaid","married","basic.4y","no","yes","no","cellular","aug","tue",133,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no","f24ef775aa142355f4d4a47f7f05647e"
34,"admin.","married","basic.9y","no","yes","no","telephone","jun","mon",252,3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no","b708daf84a481a55373fb125569ecaba"
29,"technician","single","high.school","no","no","no","cellular","nov","tue",155,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no","8f7b9d9c61c4f446766f9e7d0c00b33f"
38,"blue-collar","married","basic.9y","no","yes","no","cellular","apr","thu",218,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no","c41d09a231052b15406fd42a1cba38eb"
27,"student","single","high.school","no","yes","no","cellular","may","thu",101,1,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no","de3daafcb30d2219cdc14d63c680481d"
35,"technician","divorced","professional.course","no","yes","no","telephone","jun","thu",312,2,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no","93d7ff780e3cfc7f4b34977abfd23c8d"
40,"entrepreneur","married","professional.course","unknown","yes","no","cellular","apr","thu",176,1,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no","3d5ddd215d7d3920cdd724e7c80c004c"
44,"admin.","single","university.degree","no","yes","no","telephone","may","mon",158,7,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no","2f741079111394b5068ff67fccb2d538"
32,"technician","married","high.school","no","yes","no","cellular","aug","tue",160,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no","e821626fe7e3b18412a9d1ece38fface"
47,"admin.","single","university.degree","no","yes","no","cellular","aug","thu",156,4,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no","0afb401c73c651e293b8a21147954824"
40,"admin.","single","high.school","no","yes","no","telephone","may","wed",222,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no","cd24a293767037e0131b891bb72ca205"
30,"admin.","married","university.degree","no","yes","yes","cellular","may","mon",742,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"yes","cf9c151b925c3526e750c94fd5c9d0f0"
39,"blue-collar","married","basic.4y","no","yes","no","cellular","apr","fri",156,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no","cf37f4fb6b54bfd8b5993010cf7be605"
46,"admin.","married","university.degree","no","yes","no","cellular","aug","thu",164,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.873,5076.2,"no","10247a99309183ca46c8bc0cbcfc4862"
49,"unemployed","married","high.school","unknown","no","no","cellular","nov","fri",671,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no","7a508d381544dd9a6ea7869418214085"
47,"admin.","married","university.degree","no","yes","no","cellular","nov","fri",59,3,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no","8a57c3aa7df021ae127372bb73df5cc7"
32,"admin.","divorced","university.degree","no","no","no","telephone","may","wed",315,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no","85708e7e4f67c1fa2fb9ff09a45b1ed7"
35,"entrepreneur","married","high.school","no","yes","no","cellular","nov","mon",131,2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no","2c6411e9abf3bd4bcf4c23693794ef18"
42,"blue-collar","married","basic.9y","no","no","no","cellular","apr","thu",55,4,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no","8a663b490934953c0c61df34394ee4af"
35,"technician","married","university.degree","unknown","no","no","cellular","aug","thu",246,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no","7c8409e0d7a2941221fcdec5dbcbbb60"
37,"technician","single","university.degree","no","no","no","telephone","jun","mon",182,2,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no","7445cff918e974885eadeae3cff9898a"
48,"blue-collar","married","basic.4y","no","no","yes","cellular","may","wed",170,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no","c3c0876fbe8378b567d8f5b5846d1048"
29,"unemployed","single","university.degree","no","no","no","telephone","may","thu",297,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no","818e88ceab6abebf00a6700b556a3d8d"
30,"blue-collar","single","university.degree","no","no","no","telephone","may","fri",245,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no","f29328dab867c4d5292a7eaba0c8d539"
58,"self-employed","divorced","university.degree","no","yes","no","cellular","jul","thu",548,1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no","5edadfc7121f8bb0e594416f0f2bd007"
32,"entrepreneur","married","university.degree","no","yes","yes","telephone","nov","mon",249,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no","3030122e5d85eb2c7f96a17a8aa6e1ef"
55,"retired","married","basic.6y","unknown","yes","yes","cellular","jul","tue",632,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no","cb784e43c551429058f1144e68597e10"
49,"technician","married","professional.course","unknown","yes","no","telephone","jul","thu",219,12,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no","16137844d86e43e3b3bf945f1592b69f"
35,"admin.","single","university.degree","no","no","no","cellular","jul","fri",14,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no","6eb64791684a448f98446cd2e1af9532"
41,"blue-collar","divorced","basic.6y","no","yes","no","telephone","may","fri",160,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no","9b66659f61e161506b3cab6e1fb3822b"
44,"blue-collar","married","basic.6y","no","no","yes","cellular","may","thu",244,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no","177a9c6d68881ecd19dd6f8041033644"
35,"technician","married","professional.course","no","no","no","cellular","nov","wed",427,3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no","e166de0d1af822448d50862c7a5df6d1"
27,"technician","single","basic.9y","no","yes","no","cellular","apr","wed",131,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.445,5099.1,"no","bc11fd8e7ee3bb2f5e963afca9a88e5d"
33,"admin.","single","university.degree","no","yes","no","cellular","nov","wed",101,2,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no","c98055cd6e8f14896cae72ae05548ee8"
35,"admin.","married","high.school","no","yes","no","cellular","may","fri",121,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.259,5099.1,"no","439a0ac0c95d17ef1be7ab3e7864ef8c"
32,"management","single","university.degree","no","no","no","cellular","jul","fri",221,4,16,1,"success",-1.7,94.215,-40.3,0.896,4991.6,"no","2b0d04a6ba50b1d16e830b11c03012ee"
39,"entrepreneur","single","university.degree","no","yes","no","telephone","may","thu",43,9,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no","46ca6f1349e2c0c389f8820fe77058a1"
53,"blue-collar","married","high.school","unknown","yes","yes","cellular","apr","mon",62,4,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no","b17e991b95e3927723694640dbf76ddb"
26,"admin.","single","high.school","no","no","no","cellular","jul","fri",134,3,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no","75afaab8d45d993f311bfcc18174104c"
39,"blue-collar","married","basic.9y","no","no","no","telephone","may","tue",302,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no","01912748c2e71e97965a5560da93857f"
33,"admin.","married","university.degree","unknown","yes","yes","cellular","aug","thu",259,2,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no","623b4bdc303dcedd3f94517eee6a486d"
63,"management","married","basic.4y","unknown","yes","no","cellular","nov","tue",131,4,999,2,"failure",-3.4,92.649,-30.1,0.715,5017.5,"yes","0ed0ce519214c6918ebe4e56d0718698"
59,"retired","married","basic.4y","no","no","yes","telephone","jul","thu",22,3,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no","fb0339baf76fa7c9a2c7b88845626b8e"
52,"self-employed","single","professional.course","no","no","yes","cellular","nov","thu",139,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no","51215aecf202812a928075746805d3f3"
29,"blue-collar","married","basic.9y","no","no","no","cellular","may","wed",54,1,6,1,"success",-1.8,92.893,-46.2,1.281,5099.1,"no","1303957721b8dd583ca877272f72a24d"
35,"admin.","married","university.degree","no","yes","no","cellular","may","wed",376,2,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no","12537635a9961ca9436f9f06fadf97a6"
39,"technician","married","professional.course","no","yes","no","cellular","jul","thu",202,1,999,1,"failure",-1.7,94.215,-40.3,0.81,4991.6,"no","7351e3ae44b5915437a25a65f0845efb"
28,"blue-collar","single","professional.course","no","yes","no","cellular","may","mon",113,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no","65b8df71a2fff26a7adb2ff6e1dd7ffb"
40,"self-employed","married","high.school","no","no","no","cellular","jul","mon",521,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no","bef919a5fe7cac2286ba306ed7cd0362"
39,"admin.","married","university.degree","no","no","no","telephone","jun","mon",69,3,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no","bd188bc7bdc00782a14c17154634ee43"
41,"blue-collar","married","basic.4y","no","yes","no","telephone","jul","tue",281,3,999,0,"nonexistent",1.4,93.918,-42.7,4.955,5228.1,"no","8dcae156bcd43d4a9392c6ca3b7b43ca"
39,"housemaid","married","professional.course","no","yes","no","cellular","aug","fri",80,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no","185425c957ccc9b5f569598de7a5d344"
30,"self-employed","married","professional.course","no","yes","no","cellular","may","tue",98,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no","f99b3a252788e003f6e68e697e07fe38"
52,"admin.","married","university.degree","no","no","no","cellular","may","thu",195,1,999,0,"nonexistent",-1.8,93.876,-40,0.677,5008.7,"yes","546570b472b69ac39e00cb6f74a40752"
43,"blue-collar","married","high.school","no","yes","no","telephone","may","wed",294,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no","f382312214631939f897375b355000c9"
31,"admin.","single","university.degree","unknown","yes","no","cellular","aug","tue",112,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no","921a75f88c73d2d0a6f29f5d45b1ecfe"
45,"housemaid","divorced","university.degree","no","no","no","telephone","may","tue",834,6,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no","421f5861f345a45e82d8fd2dc4d54ade"
47,"blue-collar","divorced","basic.4y","no","yes","no","cellular","aug","mon",149,7,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no","221e0b92e56150f61ddf8df5ab2d87b6"
58,"admin.","divorced","university.degree","no","yes","no","telephone","may","wed",244,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no","8007073af6f5c59ec2991905de6afd66"
33,"technician","single","high.school","no","yes","no","cellular","jul","fri",270,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no","2aa724d3aa19fcaa8deb9f956522b488"
28,"blue-collar","single","university.degree","unknown","no","no","cellular","may","wed",169,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no","1747dc5fbd59c0c77a5678d4e86797a4"
